dataset,model,seed,perturbation_rate,n_instances,mean_pred_drift,frac_pred_preserving,frac_plausible,shap_rank_sim_mean,shap_attr_sim_mean,shap_sign_cons_mean,lime_rank_sim_mean,lime_attr_sim_mean,lime_sign_cons_mean
gmsc,mlp,0,-0.1,50,0.027196563730311735,0.86,1.0,0.908121212121212,0.7912165071563154,0.8937777777777778,0.7272727272727272,0.9400846943282082,0.76
gmsc,mlp,0,-0.05,50,0.02731194857635113,0.86,1.0,0.9098181818181817,0.7914258760004833,0.892888888888889,0.7743030303030303,0.9482823214026875,0.7859999999999999
gmsc,mlp,0,0.05,50,0.3708183608137235,0.0,1.0,0.8157575757575757,-0.4433025435304552,0.5326666666666666,0.660121212121212,0.8153593565004877,0.732
gmsc,mlp,0,0.1,50,0.36501913411769393,0.02,1.0,0.8067878787878787,-0.4407668471111993,0.5297777777777778,0.6848484848484848,0.8080390313974664,0.672
gmsc,mlp,7,-0.1,50,0.028446216780066168,0.82,1.0,0.9352083392301944,0.7903609566666586,0.8700555555555556,0.7473939393939394,0.9371412438833037,0.748
gmsc,mlp,7,-0.05,50,0.028418734581596737,0.82,1.0,0.9366636226597876,0.7897283950453508,0.8671666666666666,0.7398787878787878,0.9442907463967671,0.778
gmsc,mlp,7,0.05,50,0.4069086952473947,0.0,1.0,0.8280553481285837,-0.40000567979434215,0.5183333333333333,0.6703030303030302,0.7671316283144833,0.696
gmsc,mlp,7,0.1,50,0.39808152614541464,0.0,1.0,0.8270841752087911,-0.39513898484383175,0.4956111111111111,0.6848484848484847,0.7923957128167726,0.7
gmsc,mlp,42,-0.1,50,0.033339377917056406,0.8,1.0,0.8556931877150429,0.7957526599638085,0.884388888888889,0.7115151515151514,0.9302403781741961,0.736
gmsc,mlp,42,-0.05,50,0.03342521343558868,0.8,1.0,0.8609591811056522,0.7957091506611158,0.8839444444444444,0.7597575757575757,0.9413459504401273,0.7440000000000001
